Date Published,Product Title,Advisory Title,Category,Post Link,
23 November 2021,PANTENE PRO-V SHAMPOO SILKY & SMOOTH (WITH FOREIGN MARKINGS),FDA Advisory No.2021-2845 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic PANTENE PRO-V SHAMPOO SILKY & SMOOTH (WITH FOREIGN MARKINGS),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2845-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-pantene-pro-v-shampoo-silky-smooth-with-foreign-markings/,
23 November 2021,PANTENE PRO-V SHAMPOO ANTI HAIR BREAKAGE (WITH FOREIGN MARKINGS),FDA Advisory No.2021-2844 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic PANTENE PRO-V SHAMPOO ANTI HAIR BREAKAGE (WITH FOREIGN MARKINGS),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2844-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-pantene-pro-v-shampoo-anti-hair-breakage-with-foreign-markings/,
23 November 2021,PANTENE PRO-V SHAMPOO MILKY TREATMENT (WITH FOREIGN MARKINGS),FDA Advisory No.2021-2843 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic PANTENE PRO-V SHAMPOO MILKY TREATMENT (WITH FOREIGN MARKINGS),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2843-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-pantene-pro-v-shampoo-milky-treatment-with-foreign-markings/,
23 November 2021,NEEM OIL PLANT SPRAY 500 ML,FDA Advisory No.2021-2842 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) NEEM OIL PLANT SPRAY 500 ML,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2842-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-neem-oil-plant-spray-500-ml/,
23 November 2021,PETITE LAEL LIP POUCH (LP02),FDA Advisory No.2021-2840 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic PETITE LAEL LIP POUCH (LP02),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2840-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-petite-lael-lip-pouch-lp02/,
17 November 2021,NATURE’S INFINITY SUN CREAM SHEA BUTTER SPF 50+,FDA Advisory No.2021-2773 || SUBJECT: Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic NATURE’S INFINITY SUN CREAM SHEA BUTTER SPF 50+,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2773-subjectpublic-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-natures-infinity-sun-cream-shea-butter-spf-50/,
17 November 2021,KING MA AEROSOL INSECTICIDE,FDA Advisory No.2021-2772 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) KING MA AEROSOL INSECTICIDE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2772-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-king-ma-aerosol-insecticide/,
17 November 2021,NATURE’S INFINITY NONI KERATIN SHAMPOO,FDA Advisory No.2021-2771 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic NATURE’S INFINITY NONI KERATIN SHAMPOO,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2771-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-natures-infinity-noni-keratin-shampoo/,
17 November 2021,THEODORE’S INSECT REPELLANT,FDA Advisory No.2021-2770 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) THEODORE’S INSECT REPELLANT,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2770-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-theodores-insect-repellant/,
17 November 2021,BREYLEE ACNE CLEARING SOAP BAR,FDA Advisory No.2021-2769 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BREYLEE ACNE CLEARING SOAP BAR,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2769-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-breylee-acne-clearing-soap-bar/,
17 November 2021,THEODORE’S PEST CONTROL COCKROACH SPRAY,FDA Advisory No.2021-2768 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) THEODORE’S PEST CONTROL COCKROACH SPRAY,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2768-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-theodores-pest-control-cockroach-spray/,
17 November 2021,SUN UNIVERSE WAWANG HIGH QUALITY MOSQUITO COIL (GREEN),FDA Advisory No.2021-2767 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) SUN UNIVERSE WAWANG HIGH QUALITY MOSQUITO COIL (GREEN),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2767-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-sun-universe-wawang-high-quality-mosquito-coil-green/,
17 November 2021,"LIPTINT BY LOVELY COSMETIC (VARIANTS: ARLLAH, MERIEL, ELLA, CRISHA & ARA)","FDA Advisory No.2021-2766 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LIPTINT BY LOVELY COSMETIC (VARIANTS: ARLLAH, MERIEL, ELLA, CRISHA & ARA)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2766-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-liptint-by-lovely-cosmetic-variants-arllah-meriel-ella-crisha-ara/,
17 November 2021,GLUTA WHITE & FIRM PRESSED POWDER (VARIANTS: NATURAL WHITE & POWDER PINK BLUSH),FDA Advisory No.2021-2765 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic GLUTA WHITE & FIRM PRESSED POWDER (VARIANTS: NATURAL WHITE & POWDER PINK BLUSH),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2765-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-gluta-white-firm-pressed-powder-variants-natural-white-powder-pink-blush/,
17 November 2021,KYLIE LOVE BEAUTY STAY MATTE FOUNDATION & CONCEALER 2-IN1 BB,FDA Advisory No.2021-2764 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic KYLIE LOVE BEAUTY STAY MATTE FOUNDATION & CONCEALER 2-IN1 BB,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2764-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-kylie-love-beauty-stay-matte-foundation-concealer-2-in1-bb/,
17 November 2021,LCOAMAXY MAKE UP PURE ALL PURPOSE BB CREAM BRIGHT 04,FDA Advisory No.2021-2763 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LCOAMAXY MAKE UP PURE ALL PURPOSE BB CREAM BRIGHT 04,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2763-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-lcoamaxy-make-up-pure-all-purpose-bb-cream-bright-04/,
17 November 2021,LCOAMAXY MAKE UP COLOR CHANGE BLEMISH BALM TINTED MOISTURIZER PRIMER SPF15 01,FDA Advisory No.2021-2762 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LCOAMAXY MAKE UP COLOR CHANGE BLEMISH BALM TINTED MOISTURIZER PRIMER SPF15 01,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2762-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-lcoamaxy-make-up-color-change-blemish-balm-tinted-moisturizer-primer-spf15-01/,
17 November 2021,IMAN OF NOBLE FOUNDATION BB LONG LASTING MATTE MAKE-UP,FDA Advisory No.2021-2761 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic IMAN OF NOBLE FOUNDATION BB LONG LASTING MATTE MAKE-UP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2761-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-iman-of-noble-foundation-bb-long-lasting-matte-make-up/,
17 November 2021,WATSONS FACIAL CLEANSING WIPES 3-IN-1 MICELLAR WATER,FDA Advisory No.2021-2760 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic WATSONS FACIAL CLEANSING WIPES 3-IN-1 MICELLAR WATER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2760-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-watsons-facial-cleansing-wipes-3-in-1-micellar-water/,
17 November 2021,SKINFUEL BY VICTORI GOLD WHIPPED BEAUTY BAR,FDA Advisory No.2021-2758 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SKINFUEL BY VICTORI GOLD WHIPPED BEAUTY BAR,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2758-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-skinfuel-by-victori-gold-whipped-beauty-bar/,
17 November 2021,SKINFUEL CLEAR SKIN SET,FDA Advisory No.2021-2757 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SKINFUEL CLEAR SKIN SET,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2757-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-skinfuel-clear-skin-set/,
17 November 2021,APOTHEKE NIACINAMIDE 10%,FDA Advisory No.2021-2756 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic APOTHEKE NIACINAMIDE 10%,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2756-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-apotheke-niacinamide-10/,
17 November 2021,CITRUS ACNE BUBBLE SOAP (SOM COSMETICS),FDA Advisory No.2021-2755 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CITRUS ACNE BUBBLE SOAP (SOM COSMETICS),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2755-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-citrus-acne-bubble-soap-som-cosmetics/,
17 November 2021,VIVIFLORA GLEAMING DIAMOND TRIAD EYEBROW PEN,FDA Advisory No.2021-2754 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic VIVIFLORA GLEAMING DIAMOND TRIAD EYEBROW PEN,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2754-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-viviflora-gleaming-diamond-triad-eyebrow-pen/,
17 November 2021,GLAMOROUS SERIES GLAMOROUS ONE-COLOR EYE SHADOW 04,FDA Advisory No.2021-2753 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic GLAMOROUS SERIES GLAMOROUS ONE-COLOR EYE SHADOW 04,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2753-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-glamorous-series-glamorous-one-color-eye-shadow-04/,
17 November 2021,KOSE CLEAR TURN HADA FUKKURA WHITENING FACIAL MASK,FDA Advisory No.2021-2752 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic KOSE CLEAR TURN HADA FUKKURA WHITENING FACIAL MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2752-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-kose-clear-turn-hada-fukkura-whitening-facial-mask/,
17 November 2021,KOSE CLEAR TURN MOIST CHARGE EYE ZONE MASK,FDA Advisory No.2021-2751 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic KOSE CLEAR TURN MOIST CHARGE EYE ZONE MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2751-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-kose-clear-turn-moist-charge-eye-zone-mask/,
17 November 2021,HIYANG INSECT REPELLENT,FDA Advisory No.2021-2750 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) HIYANG INSECT REPELLENT,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2750-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-hiyang-insect-repellent/,
17 November 2021,RICOCELL NATURE RECOVERY MASK PACK (COFFEE),FDA Advisory No.2021-2749 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RICOCELL NATURE RECOVERY MASK PACK (COFFEE),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2749-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ricocell-nature-recovery-mask-pack-coffee/,
17 November 2021,APOTHEKE PURE CASTILLE FACIAL WASH,FDA Advisory No.2021-2748 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic APOTHEKE PURE CASTILLE FACIAL WASH,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2748-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-apotheke-pure-castille-facial-wash/,
17 November 2021,RICOCELL NATURE RECOVERY MASK PACK (CUCUMBER),FDA Advisory No.2021-2747 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RICOCELL NATURE RECOVERY MASK PACK (CUCUMBER),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2747-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ricocell-nature-recovery-mask-pack-cucumber/,
17 November 2021,CHARCOAL BODY SOAP,FDA Advisory No.2021-2746 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CHARCOAL BODY SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2746-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-charcoal-body-soap/,
17 November 2021,UPCLEAN GERM FREE ALCOGEL HAND SANITIZER WATERMELON SCENT,FDA Advisory No.2021-2745 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic UPCLEAN GERM FREE ALCOGEL HAND SANITIZER WATERMELON SCENT,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2745-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-upclean-germ-free-alcogel-hand-sanitizer-watermelon-scent/,
17 November 2021,RA & GOWOORI REAL KILL 9.9 SUNSCREEN WITH MAKE UP BASE 50 SPF/PA+++,FDA Advisory No.2021-2744 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RA & GOWOORI REAL KILL 9.9 SUNSCREEN WITH MAKE UP BASE 50 SPF/PA+++,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2744-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ra-gowoori-real-kill-9-9-sunscreen-with-make-up-base-50-spf-pa/,
17 November 2021,AMARAHCARE ANTI-BACTERIAL HAND GEL,FDA Advisory No.2021-2743 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AMARAHCARE ANTI-BACTERIAL HAND GEL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2743-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-amarahcare-anti-bacterial-hand-gel/,
16 November 2021,ICALIJEP BRIGHTENING UP SUN SPF 50+,FDA Advisory No.2021-2805 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ICALIJEP BRIGHTENING UP SUN SPF 50+,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2805-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-icalijep-brightening-up-sun-spf-50/,
16 November 2021,ZOZU WHITENING HYDRA MOISTURIZING VC VITAMIN C HYDRATING MASK,FDA Advisory No.2021-2804 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ZOZU WHITENING HYDRA MOISTURIZING VC VITAMIN C HYDRATING MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2804-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-zozu-whitening-hydra-moisturizing-vc-vitamin-c-hydrating-mask/,
16 November 2021,SAKIRAYA™ HANDY & RICH EYE PENCIL BLACK (01 BLACK S1019),FDA Advisory No.2021-2803 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SAKIRAYA™ HANDY & RICH EYE PENCIL BLACK (01 BLACK S1019),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2803-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-sakiraya-handy-rich-eye-pencil-black-01-black-s1019/,
16 November 2021,SAKIRAYA™ MAGIC LIPSTICK BLUE (05 BLUE S4007),FDA Advisory No.2021-2802 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SAKIRAYA™ MAGIC LIPSTICK BLUE (05 BLUE S4007),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2802-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-sakiraya-magic-lipstick-blue-05-blue-s4007/,
16 November 2021,MEIS BLUSH PROFESSIONAL MAKE-UP ARTIST 06 (ITEM NO. MS0304),FDA Advisory No.2021-2801 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MEIS BLUSH PROFESSIONAL MAKE-UP ARTIST 06 (ITEM NO. MS0304),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2801-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-meis-blush-professional-make-up-artist-06-item-no-ms0304/,
16 November 2021,CRAFTOLOGY™ ESSENTIALS SUNFLOWER PURE CARRIER OIL,FDA Advisory No.2021-2800 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CRAFTOLOGY™ ESSENTIALS SUNFLOWER PURE CARRIER OIL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2800-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-craftology-essentials-sunflower-pure-carrier-oil/,
16 November 2021,CRAFTOLOGY™ ESSENTIALS ROSE HIP PURE CARRIER OIL,FDA Advisory No.2021-2799 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CRAFTOLOGY™ ESSENTIALS ROSE HIP PURE CARRIER OIL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2799-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-craftology-essentials-rose-hip-pure-carrier-oil/,
16 November 2021,MARY ELIZABETH R. GRAPESEED OIL,FDA Advisory No.2021-2798 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MARY ELIZABETH R. GRAPESEED OIL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2798-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-mary-elizabeth-r-grapeseed-oil/,
16 November 2021,MARY’S BASKET ALCOGEL HAND SANITIZER,FDA Advisory No.2021-2797 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MARY’S BASKET ALCOGEL HAND SANITIZER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2797-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-marys-basket-alcogel-hand-sanitizer/,
16 November 2021,BEAUTY BERRY BODY BLEACHING SOAP,FDA Advisory No.2021-2796 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BEAUTY BERRY BODY BLEACHING SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2796-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-beauty-berry-body-bleaching-soap/,
16 November 2021,BEAUTY SOAP,FDA Advisory No.2021-2795 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BEAUTY SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2795-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-beauty-soap/,
16 November 2021,PERVIL MAGIC SOAP,FDA Advisory No.2021-2794 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “PERVIL MAGIC SOAP”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2794-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-pervil-magic-soap/,
16 November 2021,NOVELINA WHITENING HYDRA LOTION,FDA Advisory No.2021-2793 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “NOVELINA WHITENING HYDRA LOTION”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2793-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-novelina-whitening-hydra-lotion/,
16 November 2021,BLACK TOY GUN,FDA Advisory No.2021-2792 || Public Health Warning Against the Purchase and Use of Unauthorized Toy and Childcare Article (TCCA) BLACK TOY GUN,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2792-public-health-warning-against-the-purchase-and-use-of-unauthorized-toy-and-childcare-article-tcca-black-toy-gun/,
16 November 2021,NAMU LIFE SNAILWHITE CREME BODY WASH NATURAL WHITE,FDA Advisory No.2021-2791 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “NAMU LIFE SNAILWHITE CREME BODY WASH NATURAL WHITE”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2791-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-namu-life-snailwhite-creme-body-wash-natural-white/,
16 November 2021,DIWATA SLIMMING OIL,FDA Advisory No.2021-2790 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DIWATA SLIMMING OIL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2790-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-diwata-slimming-oil/,
16 November 2021,YOYOSO LEMON & KIWI WHITENING LOTION,FDA Advisory No.2021-2789 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic YOYOSO LEMON & KIWI WHITENING LOTION,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2789-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-yoyoso-lemon-kiwi-whitening-lotion/,
16 November 2021,DEOPROCE MILK WHITENING CREAM,FDA Advisory No.2021-2788 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DEOPROCE MILK WHITENING CREAM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2788-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-deoproce-milk-whitening-cream/,
16 November 2021,HERBUL CHESTNUT HENNA,FDA Advisory No.2021-2787 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HERBUL CHESTNUT HENNA,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2787-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-herbul-chestnut-henna/,
16 November 2021,BVLGARI,FDA Advisory No.2021-2785 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BVLGARI,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2785-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-bvlgari/,
16 November 2021,DAILY CARE ALL PURPOSE WIPES ( POWDER-FRESH SCENT),FDA Advisory No.2021-2784 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DAILY CARE ALL PURPOSE WIPES ( POWDER-FRESH SCENT),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2784-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-daily-care-all-purpose-wipes-powder-fresh-scent/,
16 November 2021,ISOPROPYL ALCOHOL (UNLABELED),FDA Advisory No.2021-2783 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ISOPROPYL ALCOHOL (UNLABELED),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2783-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-isopropyl-alcohol-unlabeled/,
16 November 2021,BAMBOO CHARCOAL COIL,FDA Advisory No.2021-2782 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) BAMBOO CHARCOAL COIL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2782-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-bamboo-charcoal-coil/,
16 November 2021,NOO! ANTI MOSQUITO LOTION INSECT REPELLENT WITH MOISTURIZER,FDA Advisory No.2021-2781 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) NOO! ANTI MOSQUITO LOTION INSECT REPELLENT WITH MOISTURIZER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2781-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-noo-anti-mosquito-lotion-insect-repellent-with-moisturizer/,
16 November 2021,NATURE’S INFINITY SAVON DE BORACAY 100% VIRGIN COCONUT OIL MANGO SOAP,FDA Advisory No.2021-2780 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic NATURE’S INFINITY SAVON DE BORACAY 100% VIRGIN COCONUT OIL MANGO SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2780-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-natures-infinity-savon-de-boracay-100-virgin-coconut-oil-mango-soap/,
16 November 2021,BYB BOND NAIL GLUE ALPHA CYANOACRYLATE,FDA Advisory No.2021-2779 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BYB BOND NAIL GLUE ALPHA CYANOACRYLATE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2779-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-byb-bond-nail-glue-alpha-cyanoacrylate/,
16 November 2021,"FOCALLURE BIG COVER LIQUID CONCEALER (VARIANTS: 01 WARM IVORY, 02 NATURAL, 03 BEIGE & 04 MEDIUM BEIGE)","FDA Advisory No.2021-2778 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic FOCALLURE BIG COVER LIQUID CONCEALER (VARIANTS: 01 WARM IVORY, 02 NATURAL, 03 BEIGE & 04 MEDIUM BEIGE)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2778-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-focallure-big-cover-liquid-concealer-variants-01-warm-ivory-02-natural-03-beige-04-medium/,
16 November 2021,“GRIPS HAIR WAX HARD AND SHINY”,FDA Advisory No.2021-2777 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “GRIPS HAIR WAX HARD AND SHINY”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2777-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-grips-hair-wax-hard-and-shiny/,
16 November 2021,BEAUTY BERRY GLASS SKIN WHITENING KIT,FDA Advisory No.2021-2776 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BEAUTY BERRY GLASS SKIN WHITENING KIT,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2776-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-beauty-berry-glass-skin-whitening-kit/,
